zeit_utc,open,high,low,close,volume
2024-12-02 12:00,20968.50,21012.00,20965.50,21006.75,9076
2024-12-02 13:00,21006.50,21036.75,20999.00,21026.50,13560
2024-12-02 14:00,21027.00,21170.00,21024.25,21151.25,85447
2024-12-02 15:00,21153.00,21199.00,21141.00,21156.25,82458
2024-12-02 16:00,21156.25,21238.75,21152.50,21229.50,54390
2024-12-02 17:00,21229.50,21259.75,21225.25,21228.00,39291
2024-12-02 18:00,21227.75,21233.50,21194.50,21212.75,33404
2024-12-02 19:00,21212.50,21220.50,21176.25,21219.50,34464
2024-12-02 20:00,21219.50,21241.00,21202.25,21217.00,53893
2024-12-02 21:00,21217.00,21239.50,21208.00,21211.00,15163
2024-12-02 23:00,21220.00,21224.50,21203.75,21214.00,0
2024-12-03 00:00,21215.25,21220.25,21204.25,21211.00,2358
2024-12-03 01:00,21210.50,21226.75,21203.25,21216.00,3252
2024-12-03 02:00,21216.00,21221.00,21210.00,21218.00,1759
2024-12-03 03:00,21218.00,21237.75,21218.00,21230.25,2668
2024-12-03 04:00,21230.50,21239.75,21224.50,21225.75,1742
2024-12-03 05:00,21225.00,21233.75,21224.50,21231.25,1259
2024-12-03 06:00,21231.50,21237.75,21225.25,21227.00,1752
2024-12-03 07:00,21226.75,21235.25,21219.25,21227.00,2560
2024-12-03 08:00,21227.50,21243.50,21211.50,21217.25,6928
2024-12-03 09:00,21217.25,21223.50,21211.50,21217.00,4477
2024-12-03 10:00,21217.50,21222.00,21202.25,21202.75,3875
2024-12-03 11:00,21202.50,21211.75,21187.00,21206.75,6259
2024-12-03 12:00,21207.25,21221.50,21187.25,21206.75,6727
2024-12-03 13:00,21207.25,21226.00,21195.50,21196.00,9196
2024-12-03 14:00,21196.25,21210.25,21134.25,21203.00,78051
2024-12-03 15:00,21203.00,21234.00,21164.50,21207.00,79220
2024-12-03 16:00,21207.25,21262.75,21196.50,21205.75,64867
2024-12-03 17:00,21206.25,21243.00,21190.00,21242.25,34624
2024-12-03 18:00,21242.50,21246.50,21213.00,21232.00,29324
2024-12-03 19:00,21232.50,21262.00,21223.75,21255.00,29719
2024-12-03 20:00,21254.75,21289.50,21239.00,21279.00,46654
2024-12-03 21:00,21278.75,21329.00,21272.50,21324.25,19876
2024-12-03 23:00,21323.00,21336.50,21305.75,21332.75,0
2024-12-04 00:00,21333.00,21333.75,21316.25,21323.00,3691
2024-12-04 01:00,21323.75,21335.00,21320.00,21324.00,2824
2024-12-04 02:00,21324.75,21343.75,21324.00,21336.00,2371
2024-12-04 03:00,21335.75,21345.25,21326.25,21341.25,3207
2024-12-04 04:00,21340.25,21354.50,21338.75,21352.00,2185
2024-12-04 05:00,21351.50,21368.25,21345.75,21357.00,2984
2024-12-04 06:00,21356.75,21362.25,21337.75,21353.50,3124
2024-12-04 07:00,21353.25,21359.00,21343.00,21348.25,3446
2024-12-04 08:00,21348.50,21387.50,21345.50,21385.25,7388
2024-12-04 09:00,21385.00,21402.75,21376.50,21398.75,8700
2024-12-04 10:00,21399.75,21413.00,21386.25,21406.00,5660
2024-12-04 11:00,21406.75,21428.25,21400.00,21418.25,6425
2024-12-04 12:00,21418.25,21426.75,21407.75,21410.75,5539
2024-12-04 13:00,21410.75,21449.50,21410.00,21448.25,14913
2024-12-04 14:00,21447.75,21457.00,21388.25,21417.50,69195
2024-12-04 15:00,21416.00,21491.75,21391.50,21483.00,85304
2024-12-04 16:00,21483.00,21496.75,21448.25,21473.25,44061
2024-12-04 17:00,21472.75,21492.00,21455.50,21481.00,34325
2024-12-04 18:00,21480.75,21494.00,21439.50,21471.75,36820
2024-12-04 19:00,21472.00,21518.50,21463.25,21512.25,40997
2024-12-04 20:00,21512.00,21548.50,21507.00,21537.00,51697
2024-12-04 21:00,21537.00,21538.75,21508.75,21517.00,16798
2024-12-04 23:00,21513.25,21523.75,21504.50,21510.75,0
2024-12-05 00:00,21510.00,21510.75,21495.50,21497.50,3275
2024-12-05 01:00,21497.25,21520.00,21495.50,21513.75,3886
2024-12-05 02:00,21513.50,21520.75,21507.00,21508.50,1954
2024-12-05 03:00,21509.00,21517.75,21507.50,21515.50,1774
2024-12-05 04:00,21514.75,21515.50,21503.00,21509.00,1834
2024-12-05 05:00,21508.75,21515.75,21505.50,21514.25,1383
2024-12-05 06:00,21515.00,21520.00,21502.50,21503.75,2084
2024-12-05 07:00,21503.50,21505.00,21491.75,21494.50,3841
2024-12-05 08:00,21494.25,21510.00,21489.00,21504.00,5066
2024-12-05 09:00,21504.00,21508.75,21489.75,21507.00,4663
2024-12-05 10:00,21507.00,21517.25,21500.00,21504.75,3803
2024-12-05 11:00,21505.00,21522.50,21501.75,21517.00,3645
2024-12-05 12:00,21517.50,21537.75,21516.50,21537.00,5908
2024-12-05 13:00,21537.25,21537.75,21506.00,21526.50,10550
